Country,Plan name,Strategic priority,Outcome,Output,Sub-Output,SDG Targets,SDG Goals,QCPR function,Total required resources,Total available resources,Total expenditure resources,2017 Required,2017 Available,2017 Expenditure,2018 Required,2018 Available,2018 Expenditure,2019 Required,2019 Available,2019 Expenditure,2020 Required,2020 Available,2020 Expenditure,2021 Required,2021 Available,2021 Expenditure,2022 Required,2022 Available,2022 Expenditure,2023 Required,2023 Available,2023 Expenditure,2024 Required,2024 Available,2024 Expenditure,2025 Required,2025 Available,2025 Expenditure,2026 Required,2026 Available,2026 Expenditure,2027 Required,2027 Available,2027 Expenditure
the Caribbean,2017-2021 MSDF,"Strategic Priority 1 - An Inclusive, Equitable and Prosperous Caribbean","Outcome 1.1 - Access to quality education and life-long learning increased, for enhanced employability and sustainable economic development.",Teachers Education and Professional development improved,Teachers Education and Professional development programme,-,-,-,60000.0,60000.0,7087.0,60000.0,49018.74,36846.65,60000.0,46249.95,40768.77,60000.0,50843.88,34810.76,60000.0,48327.55,39187.73,60000.0,50902.49,43919.41,7087.0,4642.72,4410.3,7087.0,5876.37,4936.85,7087.0,5357.8,4873.56,7087.0,5593.63,4920.8,7087.0,5266.75,4861.79,7087.0,6587.97,5785.83
Brazil,United Nations Development Assistance Framework,Prosperity: Prosperity and quality of life for all,"Outcome 4: Inclusive and environmentally sustainable economic growth, with productive diversification, industrial strengthening, resilient infrastructures, increased productivity and innovation, transparency, social participation and enhancement of micro and small enterprises","4.1 Public policies, private initiatives and institutional capacities strengthened to promote the improvement of value chains, stimulating innovation, entrepreneurship and associativism, improving competitiveness to promote productive inclusion and sustainable economic development",UNESCO 570BRZ1014 Consolidation of SESI's Schools network as reference in the basic education in Brazil,"4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.",4 Quality Education,Capacity Development/Technical Assistance,360041.0,388845.0,347397.0,208308.0,166294.69,126341.78,208308.0,171932.36,141867.96,208308.0,179230.06,123453.84,208308.0,173386.08,133289.73,208308.0,158749.74,140380.99,151733.0,113725.89,94672.0,139089.0,108718.59,78176.2,139089.0,112110.56,91570.03,139089.0,99983.21,79217.36,139089.0,119356.42,98245.5,139089.0,114323.78,98569.62
the Caribbean,2017-2021 MSDF,Strategic Priority 2 - A Healthy Caribbean,Outcome 2.1 - Universal access to quality health care services and systems improved.,GUY  Increased national capacity to strengthen enabling environment for integrated sexual and reproductive health services targeting underserved populations [including in emergencies],"GUY Support the implementation of actions from Regional Plan of Action for maternal, newborn and child health, Conduct needs assessment of the quality of care of skilled birth attendants, Conduct assessment of the contraceptive’s prevalence in the community, Build capacity for health workers in nutrition education, surveillance, prevention of anemia in pregnancy and infant and young child feeding, Support the regional plan of action for adolescent health (oral, sexual and reproductive health)","3.2 By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",3 Good Health and Well-being,Support Functions,5000.0,2000.0,194610.3587037037,5000.0,3813.75,2933.76,5000.0,3766.4,2750.74,5000.0,3713.55,3068.54,5000.0,3335.31,2522.86,5000.0,4506.71,3901.11,2000.0,1446.76,1109.51,2000.0,1422.97,1034.47,2000.0,1494.45,1401.67,2000.0,1737.22,1405.3,2000.0,1883.75,1789.56,2000.0,1512.09,1085.11
El Salvador,United Nations Sustainable Development Cooperation Framework,"PE2 Transformación económica hacia un modelo inclusivo, ambiental  y socialmente sostenible, resiliente e innovador.","E4 Al 2026, las personas, particularmente las que están en  situación de vulnerabilidad, tienen mayores oportunidades  de acceder a un trabajo decente, productivo y medios de vida  sostenibles, en un entorno de transformación económica  inclusiva, innovadora y sostenible.","E4P1 Instituciones públicas y organizaciones de la sociedad civil cuentan con capacidades y  habilidades técnicas fortalecidas para formular e implementar políticas públicas y marcos  normativos basados en evidencia y diálogo social que promuevan el tránsito hacia el trabajo  decente y su perdurabilidad, así como hacia la economía formal y medios de vida sostenibles;  que aprovechen el bono demográfico, integren el enfoque de género, y desarrollen oportunidades innovadoras principalmente para aumentar la participación económica de las juventudes y de los  grupos en condición de vulnerabilidad",Scholarships for Educational Opportunities Program,"4.3 By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university.,4.a Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all.,10.7 Facilitate orderly, safe, regular and responsible migration and mobility of people, including through the implementation of planned and well-managed migration policies.","4 Quality Education, 10 Reduced Inequalities","Direct Support/ Service Delivery, Data Collection and Analysis, Convening/Partnerships/Knowledge Sharing",2330944.0,2330944.0,1489421.0,205503.0,153361.8,115785.66,205503.0,168527.7,151234.4,205503.0,149962.55,129773.99,205503.0,182110.08,165831.55,205503.0,177332.87,122098.12,205503.0,167842.62,140282.33,578644.0,515711.45,489925.87,900145.0,805668.52,610391.81,646652.0,593442.17,430437.27,646652.0,521130.98,442756.69,646652.0,515563.15,388420.71
Brazil,United Nations Sustainable Development Cooperation Framework,2. Inclusão Social para o Desenvolvimento Sustentável,"2.1 Até 2027, o Brasil terá ampliado e fortalecido a proteção social e demais políticas públicas para serem mais intersetoriais, inclusivas, participativas e efetivas, baseadas em evidências, atentas a grupos e pessoas em situação de vulnerabilidade e orientadas, em todos os níveis de governo, ao respeito aos direitos humanos e à redução da pobreza, da fome e das desigualdades de grupos e pessoas em situação de vulnerabilidade e à promoção da igualdade de geração, gênero, raça e etnia e do desenvolvimento sustentável ambiental e socialmente.","2.1.1 Capacidades de gestão em políticas públicas de proteção social, erradicação da pobreza, combate à fome e de empoderamento econômico fortalecidas, considerando aspectos demográficos e sociais regionalizados, com foco nos territórios, grupos e pessoas em situação de vulnerabilidade, em especial jovens e mulheres que sofrem discriminações múltiplas, priorizando o desenvolvimento de estratégias de inclusão socioeconômica, incluindo a redução das desigualdades no mercado de trabalho, estimulando níveis de qualificação, empregabilidade e de renda igualitários entre homens e mulheres, abrangendo também trabalhadoras domésticas, o setor de cuidados, trabalhadores rurais e trabalhadores de aplicativos.", UNFPA in-school and out-of-school SRHR education and information activities implemented ,"3.3 By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.,3.7 By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes.,5.2 Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation.,5.3 Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation.,5.6 Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences.","3 Good Health and Well-being, 5 Gender Equality","Capacity Development/Technical Assistance, Convening/Partnerships/Knowledge Sharing",80000.0,72374.0,72330.0,80000.0,57177.94,48358.33,80000.0,61053.72,55880.49,80000.0,53284.32,43653.13,80000.0,71446.41,63937.76,80000.0,70045.29,54568.81,80000.0,61213.14,48774.66,80000.0,69856.76,57369.52,80000.0,56217.64,46373.51,72330.0,62753.68,46191.48,72330.0,67242.38,55274.69,72330.0,64331.09,55997.17
the Caribbean,United Nations Sustainable Development Cooperation Framework,"Equality, Well-Being and Leaving No One Behind","People in the Caribbean equitably access and utilize universal, quality and shock-responsive, social protection, education, health, and care services",MSDCF 4.3: National institutions strengthened to deliver shock-resilient education and learning,REG A regional roadmap on the implementation/integration of the UNESCO ICT Comptency Framework for Teachers and Teacher Education,"4.c By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training in developing countries, especially least developed countries and small island developing States.",4 Quality Education,"Capacity Development/Technical Assistance, Policy Advice and Thought Leadership",10000.0,10000.0,10000.0,10000.0,6472.8,4436.1,10000.0,8362.18,7102.7,10000.0,9303.56,6755.22,10000.0,7832.84,5281.94,10000.0,9362.51,8637.44,10000.0,7527.26,5883.02,10000.0,8228.19,6679.73,10000.0,7664.58,5723.37,10000.0,9500.0,8120.58,10000.0,6909.18,5966.22,10000.0,8089.87,6616.06
the Caribbean,United Nations Sustainable Development Cooperation Framework,"Equality, Well-Being and Leaving No One Behind","People in the Caribbean equitably access and utilize universal, quality and shock-responsive, social protection, education, health, and care services",MSDCF 4.3: National institutions strengthened to deliver shock-resilient education and learning,JAM SDG Joint Program: Digital Transformation for Education Jamaica (UNICEF),"2.2 By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons.",2 Zero Hunger,Capacity Development/Technical Assistance,984828.0,984828.0,194610.3587037037,100000.0,71538.93,54616.24,100000.0,76597.54,68922.42,100000.0,83995.65,65789.42,100000.0,74697.07,52737.59,100000.0,86647.91,77612.04,100000.0,83774.34,71920.68,100000.0,91424.45,59416.42,100000.0,72061.61,58416.68,884828.0,838316.79,683495.33,884828.0,700330.88,662534.58,884828.0,674642.86,548566.28
the Caribbean,United Nations Sustainable Development Cooperation Framework,"Equality, Well-Being and Leaving No One Behind","People in the Caribbean equitably access and utilize universal, quality and shock-responsive, social protection, education, health, and care services",MSDCF 4.3: National institutions strengthened to deliver shock-resilient education and learning,SDG Joint Program: Digital Transformation for Education Jamaica,"2.2 By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons.",2 Zero Hunger,Capacity Development/Technical Assistance,100000.0,100000.0,194610.3587037037,100000.0,67131.49,57117.04,100000.0,80906.81,70331.28,100000.0,87547.6,67341.74,100000.0,86459.68,61729.56,100000.0,89206.38,74509.7,100000.0,82914.97,63817.24,100000.0,77492.43,58831.55,100000.0,71752.36,56207.52,100000.0,92004.11,76902.79,100000.0,79438.09,72684.74,100000.0,95000.0,73091.43
the Caribbean,United Nations Sustainable Development Cooperation Framework,"Equality, Well-Being and Leaving No One Behind","People in the Caribbean equitably access and utilize universal, quality and shock-responsive, social protection, education, health, and care services",MSDCF 4.3: National institutions strengthened to deliver shock-resilient education and learning,JAM: Develop a regional roadmap on the implementation/integration of the UNESCO ICT Comptency Framework for Teachers and Teacher Education,"4.c By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training in developing countries, especially least developed countries and small island developing States.",4 Quality Education,Capacity Development/Technical Assistance,10000.0,10000.0,194610.3587037037,10000.0,6865.03,5015.07,10000.0,8358.69,7547.37,10000.0,8407.72,6299.08,10000.0,7930.62,5947.99,10000.0,9241.12,7098.89,10000.0,9282.61,7963.87,10000.0,7838.76,6389.58,10000.0,7560.75,6743.76,10000.0,9262.01,7421.62,10000.0,7810.34,6968.93,10000.0,7812.35,6481.66
the Caribbean,United Nations Sustainable Development Cooperation Framework,"Equality, Well-Being and Leaving No One Behind","People in the Caribbean equitably access and utilize universal, quality and shock-responsive, social protection, education, health, and care services",MSDCF 4.3: National institutions strengthened to deliver shock-resilient education and learning,"JAM: Regional Stocktaking analysis of boys’ underperformance and dropouts and disengagement in education in the Caribbean, and the impact they may have on the prevalence of violence in and outside school; and analysis of measures to re-engage them in education while highlighting good practices","4.5 By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations.",4 Quality Education,Data Collection and Analysis,875.0,875.0,875.0,875.0,601.03,487.28,875.0,741.57,704.5,875.0,831.25,675.43,875.0,685.43,493.07,875.0,679.69,566.89,875.0,704.27,587.02,875.0,660.01,473.34,875.0,664.24,554.62,875.0,743.67,657.31,875.0,684.83,604.65,875.0,735.71,620.83
the Caribbean,United Nations Sustainable Development Cooperation Framework,"Equality, Well-Being and Leaving No One Behind","People in the Caribbean equitably access and utilize universal, quality and shock-responsive, social protection, education, health, and care services",MSDCF 4.3: National institutions strengthened to deliver shock-resilient education and learning,"JAM: In person master teacher training on global citizenship education (GCED), with a focus on gender equality (based on 5 country case studies) - Preservice and In-service teachers","4.7 By 2030, ensure that all learners acquire the knowledge and skills needed to promote sustainable development, including, among others, through education for sustainable development and sustainable lifestyles, human rights, gender equality, promotion of a culture of peace and nonviolence, global citizenship and appreciation of cultural diversity and of culture's contribution to sustainable development.",4 Quality Education,"Capacity Development/Technical Assistance, Data Collection and Analysis",40000.0,2000.0,2000.0,40000.0,32343.56,23124.34,40000.0,29773.6,25249.41,40000.0,34081.21,25109.74,40000.0,29207.09,20722.65,40000.0,35151.78,30808.36,40000.0,31210.16,24540.75,40000.0,34986.4,28984.37,40000.0,27971.28,20644.61,2000.0,1779.69,1550.78,2000.0,1602.18,1522.07,2000.0,1823.15,1546.51
the Caribbean,United Nations Sustainable Development Cooperation Framework,Economic resilience and Shared prosperity,The Caribbean has fully transitioned to a more diversified and sustainable economy that supports inclusive and resilient economic growth ,MSDCF 2.1: National capacities strengthened to mobilise development financing to support SDG implementation and national development priorites,JAM: Enhancing STEM education for women and paving job accessibility in STI (In her footsteps Jamaica and l'Oreal Prize for women in science-regional),"8.2 Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value-added and labour-intensive sectors.",8 Decent Jobs and Economic Growth,"Convening/Partnerships/Knowledge Sharing, Capacity Development/Technical Assistance",3200.0,3200.0,3200.0,3200.0,2495.4,2186.18,3200.0,2212.23,1865.51,3200.0,2484.0,2028.4,3200.0,2257.65,1875.15,3200.0,2329.16,1596.66,3200.0,2494.88,2370.14,3200.0,2735.98,1860.62,3200.0,2249.22,1849.9,3200.0,2413.07,2187.57,3200.0,2367.92,1666.46,3200.0,2547.86,2226.84
